"","CodedMonth","Count","Crime","Description","District","Category"
"10977","2017-03",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",4,"Larceny"
"10978","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"10987","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"10988","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",5,"Larceny"
"10992","2017-03",1,63701,"LARCENY-SHOPLIFT UNDER $500",5,"Larceny"
"10993","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"10994","2017-03",1,69602,"LARCENY-ALL OTHER $500 - $24,999",4,"Larceny"
"10997","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",3,"Larceny"
"11005","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"11008","2017-03",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",2,"Larceny"
"11009","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",2,"Larceny"
"11014","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"11018","2017-03",1,63701,"LARCENY-SHOPLIFT UNDER $500",5,"Larceny"
"11021","2017-03",1,66701,"LARCENY-BICYCLES UNDER $500",4,"Larceny"
"11026","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",6,"Larceny"
"11027","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11028","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11032","2017-03",1,63701,"LARCENY-SHOPLIFT UNDER $500",4,"Larceny"
"11045","2017-03",1,63701,"LARCENY-SHOPLIFT UNDER $500",3,"Larceny"
"11054","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",6,"Larceny"
"11058","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",3,"Larceny"
"11059","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",5,"Larceny"
"11063","2017-03",1,69702,"LARCENY-ALL OTHER UNDER $500",5,"Larceny"
"11079","2017-03",1,66701,"LARCENY-BICYCLES UNDER $500",4,"Larceny"
"11106","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11113","2017-03",1,69711,"LARCENY-ALL OTHER UNDER $500  /ATTEMPT",6,"Larceny"
"11117","2017-03",1,69711,"LARCENY-ALL OTHER UNDER $500  /ATTEMPT",3,"Larceny"
"11118","2017-03",1,69602,"LARCENY-ALL OTHER $500 - $24,999",6,"Larceny"
"11119","2017-03",1,69702,"LARCENY-ALL OTHER UNDER $500",3,"Larceny"
"11122","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11123","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",5,"Larceny"
"11124","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11131","2017-03",1,69702,"LARCENY-ALL OTHER UNDER $500",3,"Larceny"
"11132","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",3,"Larceny"
"11136","2017-03",1,69703,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",3,"Larceny"
"11140","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"11143","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",2,"Larceny"
"11147","2017-03",1,69702,"LARCENY-ALL OTHER UNDER $500",3,"Larceny"
"11151","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",3,"Larceny"
"11160","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,"Larceny"
"11170","2017-03",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",1,"Larceny"
"11171","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",6,"Larceny"
"11177","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",2,"Larceny"
"11179","2017-03",1,69602,"LARCENY-ALL OTHER $500 - $24,999",6,"Larceny"
"11181","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11188","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11189","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",1,"Larceny"
"11205","2017-03",1,69703,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",4,"Larceny"
"11210","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11211","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11219","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",3,"Larceny"
"11222","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"11228","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",1,"Larceny"
"11229","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",5,"Larceny"
"11240","2017-03",1,63601,"LARCENY-SHOPLIFT $500 - $24,999",4,"Larceny"
"11247","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",2,"Larceny"
"11250","2017-03",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3,"Larceny"
"11251","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11252","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",3,"Larceny"
"11258","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11261","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,"Larceny"
"11265","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"11272","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11284","2017-03",1,62601,"LARCENY-PURSESNATCH $500-$24,999",3,"Larceny"
"11285","2017-03",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",2,"Larceny"
"11288","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",2,"Larceny"
"11291","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",1,"Larceny"
"11293","2017-03",1,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",6,"Larceny"
"11298","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",2,"Larceny"
"11299","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11305","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11309","2017-03",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",5,"Larceny"
"11310","2017-03",1,69702,"LARCENY-ALL OTHER UNDER $500",1,"Larceny"
"11315","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11317","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11322","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11328","2017-03",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",3,"Larceny"
"11346","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",6,"Larceny"
"11351","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11353","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,"Larceny"
"11358","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11369","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",2,"Larceny"
"11375","2017-03",1,69703,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",4,"Larceny"
"11379","2017-03",1,62601,"LARCENY-PURSESNATCH $500-$24,999",2,"Larceny"
"11380","2017-03",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"11384","2017-03",1,69703,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",4,"Larceny"
"11386","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11390","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11393","2017-03",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11402","2017-03",-1,69602,"LARCENY-ALL OTHER $500 - $24,999",4,"Larceny"
"11403","2017-03",1,69602,"LARCENY-ALL OTHER $500 - $24,999",6,"Larceny"
"11404","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11407","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11415","2017-03",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11418","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",3,"Larceny"
"11421","2017-03",1,69602,"LARCENY-ALL OTHER $500 - $24,999",4,"Larceny"
"11424","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11431","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11437","2017-03",1,69702,"LARCENY-ALL OTHER UNDER $500",1,"Larceny"
"11439","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"11444","2017-03",-1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11445","2017-03",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11448","2017-03",-1,67601,"LARCENY-FROM BUILDING $500 - $24,999",3,"Larceny"
"11449","2017-03",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",2,"Larceny"
"11456","2017-03",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11470","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",4,"Larceny"
"11481","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11483","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11484","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,"Larceny"
"11489","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",4,"Larceny"
"11492","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",2,"Larceny"
"11496","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",6,"Larceny"
"11500","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11501","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11505","2017-04",1,69703,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",4,"Larceny"
"11508","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",2,"Larceny"
"11516","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11517","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11534","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11537","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11539","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",5,"Larceny"
"11541","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11542","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",2,"Larceny"
"11545","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",3,"Larceny"
"11546","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3,"Larceny"
"11549","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",2,"Larceny"
"11553","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",2,"Larceny"
"11559","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",3,"Larceny"
"11562","2017-04",-1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"11565","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,"Larceny"
"11595","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"11597","2017-04",-1,67601,"LARCENY-FROM BUILDING $500 - $24,999",2,"Larceny"
"11605","2017-04",1,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",4,"Larceny"
"11606","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11624","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",5,"Larceny"
"11628","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",5,"Larceny"
"11629","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11639","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",3,"Larceny"
"11641","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,"Larceny"
"11644","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11648","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",5,"Larceny"
"11652","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",1,"Larceny"
"11656","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",1,"Larceny"
"11668","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",5,"Larceny"
"11678","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11679","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11681","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"11682","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11683","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",3,"Larceny"
"11684","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11702","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11705","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",5,"Larceny"
"11706","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11712","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",5,"Larceny"
"11713","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",5,"Larceny"
"11718","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11728","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",2,"Larceny"
"11729","2017-04",1,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",4,"Larceny"
"11731","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11732","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",5,"Larceny"
"11733","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11734","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",2,"Larceny"
"11736","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",2,"Larceny"
"11739","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11743","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11746","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",6,"Larceny"
"11747","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",1,"Larceny"
"11753","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",3,"Larceny"
"11756","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11757","2017-04",1,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",4,"Larceny"
"11761","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",4,"Larceny"
"11762","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11765","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"11768","2017-04",1,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",4,"Larceny"
"11772","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",1,"Larceny"
"11773","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"11774","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",2,"Larceny"
"11776","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"11778","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",2,"Larceny"
"11788","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11791","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11793","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"11795","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",1,"Larceny"
"11797","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11803","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11804","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",4,"Larceny"
"11808","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",3,"Larceny"
"11809","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11810","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11819","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",3,"Larceny"
"11825","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,"Larceny"
"11831","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",6,"Larceny"
"11833","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",6,"Larceny"
"11837","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",2,"Larceny"
"11842","2017-04",1,69703,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",3,"Larceny"
"11848","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",5,"Larceny"
"11851","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"11859","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",1,"Larceny"
"11861","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"11863","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",1,"Larceny"
"11864","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11866","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",3,"Larceny"
"11868","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11871","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",2,"Larceny"
"11878","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11879","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",3,"Larceny"
"11880","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"11885","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",2,"Larceny"
"11889","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11913","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11917","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11924","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",5,"Larceny"
"11925","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11927","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"11928","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11929","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3,"Larceny"
"11937","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11942","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",3,"Larceny"
"11943","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11944","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",1,"Larceny"
"11945","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11946","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11953","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",3,"Larceny"
"11956","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11958","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",1,"Larceny"
"11959","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",5,"Larceny"
"11961","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"11962","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",6,"Larceny"
"11969","2017-04",1,61701,"LARCENY-PICKPOCKET UNDER $500",4,"Larceny"
"11971","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"11977","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",4,"Larceny"
"11978","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",3,"Larceny"
"11980","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11981","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"11982","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",5,"Larceny"
"11984","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,"Larceny"
"11985","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"11993","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,"Larceny"
"11994","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"12004","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",2,"Larceny"
"12010","2017-04",1,62701,"LARCENY-PURSESNATCH UNDER $500",3,"Larceny"
"12011","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"12015","2017-04",1,68701,"LARCENY-FROM COIN MACH UNDER $500",2,"Larceny"
"12016","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"12018","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"12030","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,"Larceny"
"12033","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"12036","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"12039","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",5,"Larceny"
"12041","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"12047","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",4,"Larceny"
"12048","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",1,"Larceny"
"12051","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",2,"Larceny"
"12054","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",5,"Larceny"
"12059","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",2,"Larceny"
"12063","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"12064","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",3,"Larceny"
"12067","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"12068","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"12077","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"12086","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",4,"Larceny"
"12088","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"12089","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",6,"Larceny"
"12091","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",2,"Larceny"
"12097","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"12106","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",4,"Larceny"
"12108","2017-04",1,69711,"LARCENY-ALL OTHER UNDER $500  /ATTEMPT",4,"Larceny"
"12109","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",5,"Larceny"
"12115","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"12116","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",6,"Larceny"
"12117","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"12118","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"12121","2017-04",1,67601,"LARCENY-FROM BUILDING $500 - $24,999",2,"Larceny"
"12126","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"12127","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",5,"Larceny"
"12129","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"12132","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3,"Larceny"
"12133","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"12139","2017-04",1,63701,"LARCENY-SHOPLIFT UNDER $500",2,"Larceny"
"12142","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",4,"Larceny"
"12147","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",5,"Larceny"
"12148","2017-04",1,64711,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3,"Larceny"
"12150","2017-04",1,69602,"LARCENY-ALL OTHER $500 - $24,999",2,"Larceny"
"12152","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",3,"Larceny"
"12160","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",6,"Larceny"
"12166","2017-04",1,67701,"LARCENY-FROM BUILDING UNDER $500",2,"Larceny"
"12168","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"12171","2017-04",1,62601,"LARCENY-PURSESNATCH $500-$24,999",3,"Larceny"
"12176","2017-04",1,65701,"LARCENY-MTR VEH PARTS UNDER $500",6,"Larceny"
"12177","2017-04",1,69702,"LARCENY-ALL OTHER UNDER $500",6,"Larceny"
"12178","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",5,"Larceny"
"12180","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"12181","2017-04",-1,64701,"LARCENY-FROM MTR VEH UNDER $500",4,"Larceny"
"12194","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"12219","2017-04",1,64701,"LARCENY-FROM MTR VEH UNDER $500",1,"Larceny"
"12224","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4,"Larceny"
"12237","2017-04",1,64601,"LARCENY-FROM MTR VEH $500 - $24,999",2,"Larceny"
